"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2013,"Algoma","064101","O3",47.03361,-84.37889,38.9895616438356,37.1900547945205
2013,"Barrie","065001","O3",44.38231,-79.70243,35.1340821917808,32.7787397260274
2013,"Belleville","065401","O3",44.15053,-77.3955,39.2489315068493,36.8488493150685
2013,"Brampton","060428","O3",43.69875,-79.78092,38.6539452054795,35.642602739726
2013,"Brantford","061402","O3",43.13861,-80.29264,41.1175342465753,38.5825479452055
2013,"Burlington","063001","O3",43.31457,-79.80276,37.945698630137,34.9385753424658
2013,"Chatham","065801","O3",42.40369,-82.20831,40.0738630136986,37.3487123287671
2013,"Cornwall","061201","O3",45.01798,-74.73531,35.9518904109589,33.6315342465753
2013,"Dorset","063301","O3",45.22428,-78.93294,38.0627945205479,35.9653424657534
2013,"Egbert","064401","O3",44.23106,-79.7831,40.0460821917808,37.8275616438356
2013,"Exp. Lakes Area","064001","O3",49.66389,-93.72111,37.0327397260274,35.5397808219178
2013,"Grand Bend","063701","O3",43.33319,-81.74282,42.0816164383562,39.6207397260274
2013,"Guelph","061802","O3",43.55164,-80.26416,39.8967671232877,37.3807945205479
2013,"Hamilton","060512","O3",43.25778,-79.86167,35.3740273972603,32.4047945205479
2013,"Hamilton","060513","O3",43.22942,-79.86278,40.2969589041096,37.4431232876712
2013,"Hamilton","060515","O3",43.25744,-79.90775,35.7453698630137,32.8808493150685
2013,"Kingston","060303","O3",44.22008,-76.52141,38.1589863013699,35.9630684931507
2013,"Kingston","060304","O3",44.21987,-76.52113,35.9324383561644,34.3206575342466
2013,"Kitchener","061502","O3",43.44383,-80.50381,38.6596712328767,36.1095342465753
2013,"London","060904","O3",42.97446,-81.20086,40.5429315068493,37.9422739726027
2013,"Mississauga","060434","O3",43.54697,-79.65869,36.8665753424658,34.1084931506849
2013,"Moonbeam","066101","O3",49.38639,-82.12139,34.7815342465753,33.0678630136986
2013,"Morrisburg","065701","O3",44.89975,-75.18994,37.8920547945205,35.7575616438356
2013,"Newmarket","065101","O3",44.04431,-79.48325,38.5904383561644,36.0846575342466
2013,"North Bay","062001","O3",46.32323,-79.44928,36.7362465753425,34.5367397260274
2013,"Oakville","061603","O3",43.48692,-79.70228,39.3777260273973,36.4522465753425
2013,"Oshawa","061702","O3",43.94594,-78.89492,37.4511780821918,34.8762739726027
2013,"Ottawa","060104","O3",45.43433,-75.676,34.5405753424658,32.164301369863
2013,"Ottawa","060106","O3",45.38287,-75.71387,35.9109589041096,33.6601917808219
2013,"Parry Sound","065201","O3",45.33786,-80.03817,38.631095890411,36.7268219178082
2013,"Petawawa","066201","O3",45.99672,-77.44119,35.7601095890411,33.8583835616438
2013,"Peterborough","061104","O3",44.30183,-78.34639,38.0115342465753,35.6194520547945
2013,"Pickle Lake","065901","O3",51.44814,-90.21786,35.813095890411,34.2949589041096
2013,"Port Stanley","065301","O3",42.67208,-81.16289,43.293095890411,40.9803287671233
2013,"Sarnia","061004","O3",42.98228,-82.40508,38.9214520547945,36.1315068493151
2013,"Sault Ste. Marie","060709","O3",46.53319,-84.30992,36.9877808219178,34.7749863013699
2013,"Simcoe","062601","O3",42.85685,-80.26964,42.0977808219178,39.8261643835616
2013,"St. Catharines","061302","O3",43.16006,-79.23475,39.5292876712329,36.7481643835616
2013,"Sudbury","060610","O3",46.49194,-81.00311,36.0659178082192,33.910602739726
2013,"Thunder Bay","060809","O3",48.37939,-89.29017,35.3403287671233,33.2072602739726
2013,"Tiverton","062501","O3",44.31447,-81.54972,39.6990410958904,37.7301369863014
2013,"Toronto","060410","O3",43.74792,-79.27406,35.1996712328767,32.1750410958904
2013,"Toronto","060421","O3",43.78158,-79.41773,36.3256712328767,33.0956438356164
2013,"Toronto","060430","O3",43.70944,-79.5435,34.8373424657534,31.2377534246575
2013,"Toronto","060433","O3",43.66417,-79.38722,36.772301369863,33.8231780821918
2013,"Toronto","060435","O3",43.61076,-79.52194,34.1426301369863,30.9468767123288
2013,"Windsor","060204","O3",42.31578,-83.04367,39.2375342465753,35.9989589041096
2013,"Windsor","060211","O3",42.29289,-83.07314,39.2953150684932,36.0930410958904
