"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2013,"Barrie","065001","NO2",44.38231,-79.70243,15.4320547945205,11.7138082191781
2013,"Belleville","065401","NO2",44.15053,-77.3955,10.3593424657534,7.40964383561644
2013,"Brampton","060428","NO2",43.69875,-79.78092,17.4845479452055,13.5230684931507
2013,"Brantford","061402","NO2",43.13861,-80.29264,9.15531506849315,7.06621917808219
2013,"Burlington","063001","NO2",43.31457,-79.80276,20.5179178082192,16.1141095890411
2013,"Chatham","065801","NO2",42.40369,-82.20831,10.9322191780822,8.54432876712329
2013,"Cornwall","061201","NO2",45.01798,-74.73531,11.641698630137,8.8878904109589
2013,"Grand Bend","063701","NO2",43.33319,-81.74282,6.82619178082192,5.67230136986301
2013,"Guelph","061802","NO2",43.55164,-80.26416,12.5402191780822,9.70972602739726
2013,"Hamilton","060512","NO2",43.25778,-79.86167,20.354602739726,17.0206301369863
2013,"Hamilton","060513","NO2",43.22942,-79.86278,16.9427945205479,13.3134520547945
2013,"Hamilton","060515","NO2",43.25744,-79.90775,21.2495342465753,17.4818356164384
2013,"Kingston","060303","NO2",44.22008,-76.52141,7.3812602739726,5.40931506849315
2013,"Kingston","060304","NO2",44.21987,-76.52113,12.3099452054795,10.5335616438356
2013,"Kitchener","061502","NO2",43.44383,-80.50381,12.6898082191781,9.86545205479452
2013,"London","060904","NO2",42.97446,-81.20086,11.9921369863014,9.42082191780822
2013,"Mississauga","060434","NO2",43.54697,-79.65869,17.629397260274,13.9861643835616
2013,"Newmarket","065101","NO2",44.04431,-79.48325,13.3912876712329,10.3770684931507
2013,"North Bay","062001","NO2",46.32323,-79.44928,12.7608219178082,9.29457534246575
2013,"Oakville","061603","NO2",43.48692,-79.70228,17.800602739726,13.8213150684932
2013,"Oshawa","061702","NO2",43.94594,-78.89492,11.2454246575342,8.61482191780822
2013,"Ottawa","060104","NO2",45.43433,-75.676,14.9238630136986,11.5038356164384
2013,"Ottawa","060106","NO2",45.38287,-75.71387,13.7083287671233,10.2545479452055
2013,"Parry Sound","065201","NO2",45.33786,-80.03817,6.42145205479452,4.5146301369863
2013,"Peterborough","061104","NO2",44.30183,-78.34639,9.75358904109589,7.39205479452055
2013,"Sarnia","061004","NO2",42.98228,-82.40508,15.1427671232877,11.7390136986301
2013,"Sault Ste. Marie","060709","NO2",46.53319,-84.30992,10.5262739726027,7.52912328767123
2013,"Simcoe","062601","NO2",42.85685,-80.26964,6.0367397260274,4.85084931506849
2013,"St. Catharines","061302","NO2",43.16006,-79.23475,14.6629315068493,11.1953698630137
2013,"Sudbury","060610","NO2",46.49194,-81.00311,14.5264931506849,11.1760273972603
2013,"Thunder Bay","060809","NO2",48.37939,-89.29017,14.6997260273973,10.8032328767123
2013,"Tiverton","062501","NO2",44.31447,-81.54972,3.25402739726027,2.66180821917808
2013,"Toronto","060410","NO2",43.74792,-79.27406,23.843397260274,19.3289589041096
2013,"Toronto","060421","NO2",43.78158,-79.41773,22.3282191780822,17.9481095890411
2013,"Toronto","060430","NO2",43.70944,-79.5435,27.3653698630137,22.5777808219178
2013,"Toronto","060433","NO2",43.66417,-79.38722,22.6663835616438,18.5595616438356
2013,"Toronto","060435","NO2",43.61076,-79.52194,29.8334520547945,23.9459178082192
2013,"Windsor","060204","NO2",42.31578,-83.04367,21.246602739726,17.1707123287671
2013,"Windsor","060211","NO2",42.29289,-83.07314,20.3731780821918,16.4089863013699
