"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2019,"Barrie","065001","NO2",44.38231,-79.70243,13.0271232876712,9.86202739726027
2019,"Belleville","065401","NO2",44.15053,-77.3955,9.43495890410959,6.82115068493151
2019,"Brampton","060450","NO2",43.66957,-79.76567,16.9901917808219,12.9945205479452
2019,"Brantford","061402","NO2",43.13861,-80.29264,9.94638356164384,7.81915068493151
2019,"Burlington","063001","NO2",43.31457,-79.80276,19.0998082191781,14.6908219178082
2019,"Chatham","065801","NO2",42.40369,-82.20831,10.5690410958904,8.29380821917808
2019,"Cornwall","061201","NO2",45.01798,-74.73531,10.7318082191781,7.82268493150685
2019,"Grand Bend","063701","NO2",43.33319,-81.74282,4.42630136986301,3.52717808219178
2019,"Guelph","061802","NO2",43.55164,-80.26416,10.6249863013699,8.18043835616438
2019,"Hamilton","060512","NO2",43.25778,-79.86167,20.9970410958904,17.2424109589041
2019,"Hamilton","060515","NO2",43.25744,-79.90775,20.1982465753425,16.0787123287671
2019,"Hamilton","060521","NO2",43.24132,-79.88941,16.4161917808219,13.0291780821918
2019,"Kingston","060304","NO2",44.21987,-76.52113,8.77112328767123,6.26084931506849
2019,"Kitchener","061502","NO2",43.44383,-80.50381,12.1430684931507,9.36756164383562
2019,"London","060904","NO2",42.97446,-81.20086,10.8037808219178,8.41378082191781
2019,"Milton","067001","NO2",43.52965,-79.86245,18.1401917808219,14.0453424657534
2019,"Mississauga","060434","NO2",43.54697,-79.65869,16.3293150684932,12.9018356164384
2019,"Newmarket","065101","NO2",44.04431,-79.48325,11.6871506849315,8.89268493150685
2019,"North Bay","062001","NO2",46.32323,-79.44928,12.008301369863,8.58441095890411
2019,"Oakville","061603","NO2",43.48692,-79.70228,17.5925205479452,13.6821095890411
2019,"Oshawa","061703","NO2",43.95222,-78.9125,6.93356164383562,5.23734246575342
2019,"Ottawa","060104","NO2",45.43433,-75.676,12.7367671232877,9.88227397260274
2019,"Parry Sound","065201","NO2",45.33786,-80.03817,6.4198904109589,4.3913698630137
2019,"Peterborough","061104","NO2",44.30183,-78.34639,8.45238356164383,6.28309589041096
2019,"Port Stanley","065301","NO2",42.67208,-81.16289,5.34482191780822,4.2347397260274
2019,"Sarnia","061007","NO2",42.91255,-82.41682,9.99115068493151,7.85602739726027
2019,"Sarnia","061009","NO2",42.99026,-82.39534,13.5873698630137,10.2602191780822
2019,"Sault Ste. Marie","060709","NO2",46.53319,-84.30992,9.50131506849315,6.75153424657534
2019,"Simcoe","062601","NO2",42.85685,-80.26964,5.48956164383562,4.31405479452055
2019,"St. Catharines","061302","NO2",43.16006,-79.23475,11.8671506849315,8.95739726027397
2019,"Sudbury","060610","NO2",46.49194,-81.00311,14.8927671232877,11.2354794520548
2019,"Thunder Bay","060809","NO2",48.37939,-89.29017,13.5410136986301,10.119698630137
2019,"Toronto","060410","NO2",43.74792,-79.27406,19.4112876712329,15.2511780821918
2019,"Toronto","060430","NO2",43.70944,-79.5435,25.0801095890411,20.5602739726027
2019,"Toronto","060433","NO2",43.66417,-79.38722,14.5456712328767,12.0030136986301
2019,"Toronto","060435","NO2",43.61076,-79.52194,26.1716438356164,21.0729589041096
2019,"Toronto","060438","NO2",43.71111,-79.54342,29.2478356164384,25.1510410958904
2019,"Toronto","060439","NO2",43.65902,-79.39539,13.0383835616438,11.0200821917808
2019,"Toronto","060440","NO2",43.78042,-79.46752,19.6514520547945,15.5873698630137
2019,"Toronto","060445","NO2",43.64543,-79.38908,18.1780821917808,15.1423561643836
2019,"Windsor","060204","NO2",42.31578,-83.04367,19.2285753424658,15.4073424657534
2019,"Windsor","060211","NO2",42.29289,-83.07314,18.6153424657534,14.8286301369863
