"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2022,"Barrie","065001","PM2.5",44.38231,-79.70243,9.73595890410959,8.09350684931507
2022,"Belleville","065401","PM2.5",44.15053,-77.3955,9.29238356164384,7.63641095890411
2022,"Brampton","060450","PM2.5",43.66957,-79.76567,11.3695616438356,9.33884931506849
2022,"Brantford","061402","PM2.5",43.13861,-80.29264,10.4469589041096,8.95698630136986
2022,"Burlington","063001","PM2.5",43.31458,-79.80276,9.56346575342466,8.25919178082192
2022,"Chatham","065801","PM2.5",42.40369,-82.20831,11.9956164383562,9.6941095890411
2022,"Cornwall","061201","PM2.5",45.01798,-74.73531,10.056698630137,8.46097260273973
2022,"Dorset","063301","PM2.5",45.22428,-78.93295,8.18660273972603,6.50098630136986
2022,"Grand Bend","063701","PM2.5",43.33319,-81.74282,7.89978082191781,6.99038356164384
2022,"Guelph","061802","PM2.5",43.55164,-80.26415,9.39401369863014,8.30747945205479
2022,"Hamilton","060512","PM2.5",43.25778,-79.86167,15.5614794520548,12.5554520547945
2022,"Hamilton","060515","PM2.5",43.25744,-79.90775,10.1581917808219,8.93054794520548
2022,"Hamilton","060521","PM2.5",43.24132,-79.88941,11.4564109589041,9.8896301369863
2022,"Kingston","060304","PM2.5",44.21987,-76.52113,7.91631506849315,6.72843835616438
2022,"Kitchener","061502","PM2.5",43.44383,-80.50381,11.6675890410959,10.1605068493151
2022,"London","060904","PM2.5",42.97446,-81.20086,9.7896301369863,8.63616438356164
2022,"Milton","067001","PM2.5",43.52965,-79.86245,10.2567123287671,8.82386301369863
2022,"Mississauga","060434","PM2.5",43.54697,-79.65869,10.8001643835616,9.3107397260274
2022,"Newmarket","065101","PM2.5",44.04431,-79.48325,9.41308219178082,7.96350684931507
2022,"North Bay","062001","PM2.5",46.32323,-79.44928,7.66776712328767,6.43212328767123
2022,"Oakville","061603","PM2.5",43.48692,-79.70228,9.57806849315068,8.39458904109589
2022,"Oshawa","061703","PM2.5",43.95222,-78.9125,9.79016438356164,8.05871232876712
2022,"Ottawa","060104","PM2.5",45.43433,-75.676,8.36952054794521,7.32713698630137
2022,"Parry Sound","065201","PM2.5",45.33786,-80.03817,7.12358904109589,6.06258904109589
2022,"Petawawa","066201","PM2.5",45.99672,-77.44119,9.04476712328767,8.10238356164384
2022,"Peterborough","061104","PM2.5",44.30183,-78.34639,12.7546575342466,10.1134794520548
2022,"Port Stanley","065301","PM2.5",42.67208,-81.16289,10.2658219178082,8.98452054794521
2022,"Sarnia","061007","PM2.5",42.91254,-82.41682,11.3487671232877,9.52554794520548
2022,"Sarnia","061009","PM2.5",42.99026,-82.39534,12.9690684931507,10.5452328767123
2022,"Sault Ste. Marie","060709","PM2.5",46.53319,-84.30992,8.12276712328767,6.34413698630137
2022,"Simcoe","062601","PM2.5",42.85685,-80.26964,8.22738356164384,7.13838356164384
2022,"St. Catharines","061302","PM2.5",43.16006,-79.23475,8.48882191780822,7.03853424657534
2022,"Sudbury","060610","PM2.5",46.49194,-81.00311,9.51986301369863,7.53947945205479
2022,"Thunder Bay","060809","PM2.5",48.37939,-89.29017,7.4786301369863,6.43517808219178
2022,"Tiverton","062501","PM2.5",44.31447,-81.54972,7.81742465753425,6.48580821917808
2022,"Toronto","060410","PM2.5",43.74792,-79.27406,10.0468630136986,8.53616438356164
2022,"Toronto","060430","PM2.5",43.70944,-79.5435,10.4776164383562,8.85045205479452
2022,"Toronto","060435","PM2.5",43.61076,-79.52194,11.0130136986301,9.569
2022,"Toronto","060438","PM2.5",43.71111,-79.54343,16.4880821917808,12.9908767123288
2022,"Toronto","060440","PM2.5",43.78042,-79.46752,10.2411780821918,8.66008219178082
2022,"Toronto","060445","PM2.5",43.64543,-79.38908,13.331397260274,11.0466575342466
2022,"Windsor","060204","PM2.5",42.31578,-83.04367,11.6074246575342,9.93195890410959
2022,"Windsor","060211","PM2.5",42.29289,-83.07314,11.9521917808219,10.6242191780822
