"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2021,"Algoma","064101","O3",47.03361,-84.37889,37.4860547945205,35.7245753424658
2021,"Barrie","065001","O3",44.38231,-79.70243,34.4382465753425,32.1321917808219
2021,"Belleville","065401","O3",44.15053,-77.3955,40.0638904109589,37.7540547945205
2021,"Brampton","060450","O3",43.66957,-79.76567,39.0585205479452,36.4538904109589
2021,"Brantford","061402","O3",43.13861,-80.29264,40.5500547945205,38.0763287671233
2021,"Burlington","063001","O3",43.31458,-79.80276,38.5149589041096,35.7218630136986
2021,"Chatham","065801","O3",42.40369,-82.20831,40.5723287671233,38.1638356164384
2021,"Cornwall","061201","O3",45.01798,-74.73531,35.8372328767123,33.6901643835616
2021,"Dorset","063301","O3",45.22428,-78.93295,37.2450410958904,35.0931506849315
2021,"Egbert","064401","O3",44.23106,-79.7831,39.7049863013699,37.6375342465753
2021,"Exp. Lakes Area","064001","O3",49.66389,-93.72111,36.7653150684932,35.1152876712329
2021,"Grand Bend","063701","O3",43.33319,-81.74282,41.680904109589,39.2524657534247
2021,"Guelph","061802","O3",43.55164,-80.26415,40.3333698630137,37.936602739726
2021,"Hamilton","060512","O3",43.25778,-79.86167,36.8517260273973,34.0947397260274
2021,"Hamilton","060515","O3",43.25744,-79.90775,36.6914520547945,33.8133150684932
2021,"Hamilton","060521","O3",43.24132,-79.88941,38.4938356164384,35.8986849315068
2021,"Kingston","060304","O3",44.21987,-76.52113,38.6041643835616,36.4100547945205
2021,"Kitchener","061502","O3",43.44383,-80.50381,38.198301369863,35.9772328767123
2021,"London","060904","O3",42.97446,-81.20086,40.2454794520548,37.9436164383562
2021,"Milton","067001","O3",43.52965,-79.86245,38.7314246575342,36.1615890410959
2021,"Mississauga","060434","O3",43.54697,-79.65869,37.6732054794521,34.9865753424658
2021,"Moonbeam","066101","O3",49.38639,-82.12139,33.5351506849315,31.7332054794521
2021,"Newmarket","065101","O3",44.04431,-79.48325,39.4758904109589,37.0123287671233
2021,"North Bay","062001","O3",46.32323,-79.44928,36.2009589041096,33.9527123287671
2021,"Oakville","061603","O3",43.48692,-79.70228,39.1386849315069,36.4140547945205
2021,"Oshawa","061703","O3",43.95222,-78.9125,38.4006301369863,35.7724383561644
2021,"Ottawa","060104","O3",45.43433,-75.676,34.7890684931507,32.4756164383562
2021,"Parry Sound","065201","O3",45.33786,-80.03817,38.3411780821918,36.2889589041096
2021,"Petawawa","066201","O3",45.99672,-77.44119,35.2238356164384,33.2807397260274
2021,"Peterborough","061104","O3",44.30183,-78.34639,37.7326301369863,35.54
2021,"Pickle Lake","065901","O3",51.44814,-90.21786,36.1517260273973,34.4975890410959
2021,"Port Stanley","065301","O3",42.67208,-81.16289,40.5025479452055,38.2670684931507
2021,"Sarnia","061009","O3",42.99026,-82.39534,40.2159726027397,37.7179178082192
2021,"Sault Ste. Marie","060709","O3",46.53319,-84.30992,37.1124931506849,35.1044109589041
2021,"Simcoe","062601","O3",42.85685,-80.26964,40.4255890410959,38.2105205479452
2021,"St. Catharines","061302","O3",43.16006,-79.23475,40.0026575342466,37.4603561643836
2021,"Sudbury","060610","O3",46.49194,-81.00311,31.2478904109589,29.3317260273973
2021,"Thunder Bay","060809","O3",48.37939,-89.29017,34.4996438356164,32.1690136986301
2021,"Tiverton","062501","O3",44.31447,-81.54972,39.7961917808219,37.7196712328767
2021,"Toronto","060410","O3",43.74792,-79.27406,36.5177534246575,33.7561095890411
2021,"Toronto","060430","O3",43.70944,-79.5435,34.5783835616438,31.638
2021,"Toronto","060435","O3",43.61076,-79.52194,34.145397260274,31.190904109589
2021,"Toronto","060438","O3",43.71111,-79.54343,30.9062739726027,27.4844657534247
2021,"Toronto","060440","O3",43.78042,-79.46752,37.396301369863,34.6877260273973
2021,"Toronto","060445","O3",43.64543,-79.38908,36.9824383561644,33.7081369863014
2021,"Windsor","060204","O3",42.31578,-83.04367,40.206301369863,37.5589863013699
2021,"Windsor","060211","O3",42.29289,-83.07314,40.8577808219178,38.3046301369863
