"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2014,"Barrie","065001","NO2",44.38231,-79.70243,16.3558082191781,12.2209315068493
2014,"Belleville","065401","NO2",44.15053,-77.3955,10.1779178082192,7.20104109589041
2014,"Brampton","060428","NO2",43.69875,-79.78092,20.3868219178082,15.7641095890411
2014,"Brantford","061402","NO2",43.13861,-80.29264,10.4669863013699,8.08506849315068
2014,"Burlington","063001","NO2",43.31457,-79.80276,20.2566301369863,15.707397260274
2014,"Chatham","065801","NO2",42.40369,-82.20831,11.8061917808219,9.39356164383562
2014,"Cornwall","061201","NO2",45.01798,-74.73531,10.9577260273973,8.18150684931507
2014,"Grand Bend","063701","NO2",43.33319,-81.74282,5.6318904109589,4.43249315068493
2014,"Guelph","061802","NO2",43.55164,-80.26416,13.1118904109589,10.0697260273973
2014,"Hamilton","060512","NO2",43.25778,-79.86167,20.1328493150685,16.6915342465753
2014,"Hamilton","060513","NO2",43.22942,-79.86278,17.157698630137,13.4520273972603
2014,"Hamilton","060515","NO2",43.25744,-79.90775,21.715095890411,17.5600821917808
2014,"Kingston","060304","NO2",44.21987,-76.52113,8.97257534246575,6.24947945205479
2014,"Kitchener","061502","NO2",43.44383,-80.50381,13.1701643835616,10.1821917808219
2014,"London","060904","NO2",42.97446,-81.20086,12.7258630136986,10.0894520547945
2014,"Mississauga","060434","NO2",43.54697,-79.65869,17.5115068493151,13.4882739726027
2014,"Newmarket","065101","NO2",44.04431,-79.48325,13.3661369863014,10.1981917808219
2014,"North Bay","062001","NO2",46.32323,-79.44928,12.3315342465753,9.02682191780822
2014,"Oakville","061603","NO2",43.48692,-79.70228,15.4639452054795,12.0361095890411
2014,"Oshawa","061702","NO2",43.94594,-78.89492,12.8062739726027,9.78887671232877
2014,"Ottawa","060104","NO2",45.43433,-75.676,13.6061917808219,10.5081369863014
2014,"Ottawa","060106","NO2",45.38287,-75.71387,12.5081643835616,9.26695890410959
2014,"Parry Sound","065201","NO2",45.33786,-80.03817,7.29235616438356,5.12884931506849
2014,"Peterborough","061104","NO2",44.30183,-78.34639,10.3936438356164,7.93657534246575
2014,"Port Stanley","065301","NO2",42.67208,-81.16289,12.7275342465753,10.8112602739726
2014,"Sarnia","061004","NO2",42.98228,-82.40508,17.3515342465753,13.4388767123288
2014,"Sault Ste. Marie","060709","NO2",46.53319,-84.30992,11.2453698630137,8.05279452054794
2014,"Simcoe","062601","NO2",42.85685,-80.26964,6.02158904109589,4.9321095890411
2014,"St. Catharines","061302","NO2",43.16006,-79.23475,14.1291506849315,10.5990136986301
2014,"Sudbury","060610","NO2",46.49194,-81.00311,14.8684109589041,11.3648767123288
2014,"Thunder Bay","060809","NO2",48.37939,-89.29017,15.8242739726027,11.7177808219178
2014,"Tiverton","062501","NO2",44.31447,-81.54972,4.37145205479452,3.62849315068493
2014,"Toronto","060410","NO2",43.74792,-79.27406,25.0269863013699,20.0758904109589
2014,"Toronto","060421","NO2",43.78158,-79.41773,23.555698630137,18.8077260273973
2014,"Toronto","060430","NO2",43.70944,-79.5435,28.8259452054795,23.6727945205479
2014,"Toronto","060433","NO2",43.66417,-79.38722,23.0621369863014,18.7752054794521
2014,"Toronto","060435","NO2",43.61076,-79.52194,29.4546301369863,23.7157534246575
2014,"Windsor","060204","NO2",42.31578,-83.04367,23.9434520547945,19.2367123287671
2014,"Windsor","060211","NO2",42.29289,-83.07314,21.172602739726,16.8946575342466
