"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2022,"Algoma","064101","O3",47.03361,-84.37889,37.1549863013699,35.3302191780822
2022,"Barrie","065001","O3",44.38231,-79.70243,34.5830684931507,32.1698630136986
2022,"Belleville","065401","O3",44.15053,-77.3955,40.0562465753425,37.6551232876712
2022,"Brampton","060450","O3",43.66957,-79.76567,37.7294794520548,35.1952602739726
2022,"Brantford","061402","O3",43.13861,-80.29264,40.7837808219178,38.2817808219178
2022,"Burlington","063001","O3",43.31458,-79.80276,37.4228493150685,34.6167397260274
2022,"Chatham","065801","O3",42.40369,-82.20831,41.305095890411,38.8507397260274
2022,"Cornwall","061201","O3",45.01798,-74.73531,35.7721369863014,33.4676164383562
2022,"Dorset","063301","O3",45.22428,-78.93295,36.2138904109589,34.1526575342466
2022,"Egbert","064401","O3",44.23106,-79.7831,39.5633424657534,37.2656438356164
2022,"Exp. Lakes Area","064001","O3",49.66389,-93.72111,35.5011232876712,34.0287397260274
2022,"Grand Bend","063701","O3",43.33319,-81.74282,41.0463561643836,38.6244383561644
2022,"Guelph","061802","O3",43.55164,-80.26415,41.6045205479452,39.2631232876712
2022,"Hamilton","060512","O3",43.25778,-79.86167,36.2187945205479,33.3588493150685
2022,"Hamilton","060515","O3",43.25744,-79.90775,36.7708767123288,33.902
2022,"Hamilton","060521","O3",43.24132,-79.88941,37.5513698630137,35.0117260273973
2022,"Kingston","060304","O3",44.21987,-76.52113,38.1261369863014,35.799095890411
2022,"Kitchener","061502","O3",43.44383,-80.50381,39.0034246575342,36.7512876712329
2022,"London","060904","O3",42.97446,-81.20086,40.5170684931507,38.2144109589041
2022,"Milton","067001","O3",43.52965,-79.86245,39.1632602739726,36.5670136986301
2022,"Mississauga","060434","O3",43.54697,-79.65869,37.0246849315068,34.4477808219178
2022,"Moonbeam","066101","O3",49.38639,-82.12139,32.569095890411,31.0146575342466
2022,"Newmarket","065101","O3",44.04431,-79.48325,37.6905753424658,35.1565205479452
2022,"North Bay","062001","O3",46.32323,-79.44928,37.0904383561644,34.7787123287671
2022,"Oakville","061603","O3",43.48692,-79.70228,38.4827671232877,35.6827397260274
2022,"Oshawa","061703","O3",43.95222,-78.9125,37.323397260274,34.8511506849315
2022,"Ottawa","060104","O3",45.43433,-75.676,34.9441095890411,32.7690410958904
2022,"Parry Sound","065201","O3",45.33786,-80.03817,37.6780547945205,35.7720273972603
2022,"Petawawa","066201","O3",45.99672,-77.44119,35.3890410958904,33.8886849315069
2022,"Peterborough","061104","O3",44.30183,-78.34639,36.5022465753425,34.2867123287671
2022,"Pickle Lake","065901","O3",51.44814,-90.21786,34.493698630137,33.1243287671233
2022,"Port Stanley","065301","O3",42.67208,-81.16289,39.9638356164384,37.7712602739726
2022,"Sarnia","061009","O3",42.99026,-82.39534,40.8137260273973,38.2598904109589
2022,"Sault Ste. Marie","060709","O3",46.53319,-84.30992,36.3347945205479,34.4962739726027
2022,"Simcoe","062601","O3",42.85685,-80.26964,40.0293424657534,37.7962465753425
2022,"St. Catharines","061302","O3",43.16006,-79.23475,39.9065479452055,37.3702739726027
2022,"Sudbury","060610","O3",46.49194,-81.00311,33.8730136986301,31.9239452054795
2022,"Thunder Bay","060809","O3",48.37939,-89.29017,33.2554794520548,31.2030410958904
2022,"Tiverton","062501","O3",44.31447,-81.54972,39.4426575342466,37.3864657534247
2022,"Toronto","060410","O3",43.74792,-79.27406,34.944602739726,32.2624383561644
2022,"Toronto","060430","O3",43.70944,-79.5435,33.5860273972603,30.6932876712329
2022,"Toronto","060435","O3",43.61076,-79.52194,32.2823561643836,29.5913698630137
2022,"Toronto","060438","O3",43.71111,-79.54343,30.3004931506849,26.8618904109589
2022,"Toronto","060440","O3",43.78042,-79.46752,35.6931506849315,32.9681643835616
2022,"Toronto","060445","O3",43.64543,-79.38908,33.8913698630137,30.8560547945205
2022,"Windsor","060204","O3",42.31578,-83.04367,41.6321095890411,38.9519178082192
2022,"Windsor","060211","O3",42.29289,-83.07314,41.0048767123288,38.4040273972603
